day,material,temperature,burner_power
2006-01-25,294148,232.0,71.0
2006-01-26,133130,262.5,54.0
2006-01-27,102205,320.0,98.0
2006-01-28,273211,278.5,90.0
2006-01-29,123185,298.5,80.0
2006-01-30,194650,286.0,90.0
2006-01-31,280619,222.0,55.0
2006-02-01,234449,313.5,57.0
2006-02-02,179176,254.0,78.0
2006-02-03,235512,268.5,51.0
2006-02-04,158883,309.0,48.0
2006-02-05,201810,316.0,86.0
2006-02-06,247087,266.0,94.0
2006-02-07,259673,314.5,64.0
2006-02-08,280355,320.0,82.0
2006-02-09,124438,244.0,63.0
2006-02-10,287364,247.0,55.0
2006-02-11,106076,224.0,77.0
2006-02-12,273991,320.0,69.0
2006-02-13,244894,320.0,77.0
2006-02-14,224885,305.5,93.0
2006-02-15,284477,320.0,67.0
2006-02-16,119381,264.0,49.0
2006-02-17,276195,310.5,44.0
2006-02-18,155499,286.5,89.0
2006-02-19,287767,292.5,66.0
2006-02-20,252655,254.0,89.0
2006-02-21,235770,309.0,86.0
2006-02-22,287617,320.0,73.0
2006-02-23,121515,214.0,47.0
2006-02-24,140439,278.0,51.0
2006-02-25,159525,320.0,47.0
2006-02-26,117310,283.5,62.0
2006-02-27,193370,288.5,85.0
2006-02-28,265444,234.0,47.0
2006-03-01,141504,312.5,42.0
2006-03-02,153029,300.5,97.0
2006-03-03,271179,320.0,83.0
2006-03-04,239901,237.0,88.0
2006-03-05,181212,282.0,92.0
2006-03-06,145613,253.0,53.0
2006-03-07,171965,284.0,92.0
2006-03-08,182170,298.5,45.0
2006-03-09,174907,311.0,96.0
2006-03-10,128391,217.0,61.0
2006-03-11,281019,320.0,83.0
2006-03-12,293565,228.5,98.0
2006-03-13,108318,299.0,55.0
2006-03-14,170731,243.5,53.0
2006-03-15,290561,314.0,51.0
2006-03-16,103278,275.5,54.0
2006-03-17,111531,250.0,75.0
2006-03-18,169066,285.5,77.0
2006-03-19,239097,241.0,48.0
2006-03-20,240978,320.0,98.0
2006-03-21,107208,311.0,49.0
2006-03-22,237502,253.0,56.0
2006-03-23,120043,226.0,73.0
2006-03-24,129987,231.5,90.0
2006-03-25,235636,236.5,59.0
2006-03-26,184932,238.5,75.0
2006-03-27,273631,320.0,94.0
2006-03-28,104868,320.0,98.0
2006-03-29,260433,320.0,60.0
2006-03-30,220511,292.0,70.0
2006-03-31,115165,275.0,59.0
2006-04-01,100603,294.0,61.0
2006-04-02,197903,226.0,82.0
2006-04-03,123763,276.5,46.0
2006-04-04,288776,256.5,68.0
2006-04-05,204538,320.0,72.0
2006-04-06,210106,320.0,75.0
2006-04-07,138834,320.0,75.0
2006-04-08,241535,290.0,88.0
2006-04-09,120318,320.0,72.0
2006-04-10,208305,298.5,55.0
2006-04-11,224615,287.5,57.0
2006-04-12,173528,307.5,98.0
2006-04-13,115347,320.0,45.0
2006-04-14,262595,297.5,96.0
2006-04-15,112079,303.0,98.0
2006-04-16,233168,270.5,67.0
2006-04-17,227351,320.0,72.0
2006-04-18,184935,243.5,57.0
2006-04-19,254229,238.5,88.0
2006-04-20,127203,320.0,67.0
2006-04-21,152859,255.0,94.0
2006-04-22,124263,315.0,55.0
2006-04-23,200670,316.5,87.0
2006-04-24,180840,308.0,46.0
2006-04-25,151493,230.0,72.0
2006-04-26,168613,313.5,65.0
2006-04-27,165591,241.0,88.0
2006-04-28,195662,249.0,94.0
2006-04-29,298694,279.0,89.0
2006-04-30,298920,222.0,75.0
2006-05-01,191329,320.0,94.0
2006-05-02,269282,320.0,98.0
2006-05-03,154334,299.0,68.0
2006-05-04,290480,233.5,50.0
2006-05-05,252765,216.0,55.0
2006-05-06,227170,320.0,90.0
2006-05-07,169002,270.5,77.0
2006-05-08,267956,320.0,82.0
2006-05-09,269742,291.0,55.0
2006-05-10,234776,272.5,79.0
2006-05-11,296660,308.5,76.0
2006-05-12,185262,293.5,59.0
2006-05-13,175378,255.0,88.0
2006-05-14,182670,282.0,50.0
2006-05-15,291439,235.5,94.0
2006-05-16,100819,210.5,46.0
2006-05-17,238272,320.0,71.0
2006-05-18,256055,235.5,62.0
2006-05-19,187801,213.0,58.0
2006-05-20,158203,256.5,53.0
2006-05-21,170406,309.0,78.0
2006-05-22,290584,246.5,64.0
2006-05-23,195297,320.0,84.0
2006-05-24,297707,320.0,72.0
2006-05-25,102556,259.0,49.0
2006-05-26,171366,320.0,50.0
2006-05-27,226652,320.0,95.0
2006-05-28,211500,320.0,49.0
2006-05-29,252483,234.5,52.0
2006-05-30,255710,320.0,89.0
2006-05-31,294366,300.5,92.0
2006-06-01,165978,270.0,50.0
2006-06-02,186604,294.5,79.0
2006-06-03,292018,252.0,87.0
2006-06-04,199329,231.5,59.0
2006-06-05,245108,270.0,42.0
2006-06-06,248173,227.5,71.0
2006-06-07,109818,240.5,88.0
2006-06-08,277264,281.5,98.0
2006-06-09,277301,273.5,92.0
2006-06-10,228590,260.5,85.0
2006-06-11,228269,320.0,77.0
2006-06-12,203400,240.5,67.0
2006-06-13,249353,288.5,65.0
2006-06-14,286769,234.0,91.0
2006-06-15,229727,320.0,98.0
2006-06-16,261179,281.5,74.0
2006-06-17,175501,266.0,48.0
2006-06-18,219309,254.0,70.0
2006-06-19,291920,320.0,47.0
2006-06-20,174296,320.0,94.0
2006-06-21,173786,301.5,53.0
2006-06-22,193201,320.0,59.0
2006-06-23,260982,320.0,44.0
2006-06-24,115199,249.5,48.0
2006-06-25,164473,320.0,96.0
2006-06-26,139132,232.0,81.0
2006-06-27,197485,274.5,65.0
2006-06-28,190503,320.0,64.0
2006-06-29,204721,231.0,66.0
2006-06-30,172388,320.0,77.0
2006-07-01,220363,291.0,96.0
2006-07-02,127055,294.5,80.0
2006-07-03,144766,226.5,44.0
2006-07-04,286493,240.0,93.0
2006-07-05,248828,320.0,93.0
2006-07-06,251033,320.0,80.0
2006-07-07,239080,320.0,98.0
2006-07-08,185690,260.5,97.0
2006-07-09,173499,305.5,97.0
2006-07-10,274086,222.0,75.0
2006-07-11,133671,243.0,73.0
2006-07-12,201045,260.0,44.0
2006-07-13,112151,289.0,69.0
2006-07-14,113816,225.0,85.0
2006-07-15,175802,218.5,53.0
2006-07-16,219499,219.0,52.0
2006-07-17,148933,286.5,88.0
2006-07-18,120913,320.0,87.0
2006-07-19,115892,270.5,96.0
2006-07-20,153725,320.0,61.0
2006-07-21,119319,320.0,97.0
2006-07-22,172120,264.0,54.0
2006-07-23,260183,249.5,66.0
2006-07-24,223031,288.5,91.0
2006-07-25,151897,252.5,83.0
2006-07-26,220457,302.5,91.0
2006-07-27,102688,268.5,44.0
2006-07-28,197894,320.0,92.0
2006-07-29,250578,227.5,78.0
2006-07-30,164451,295.5,97.0
2006-07-31,163228,241.5,97.0
2006-08-01,234693,318.5,65.0
2006-08-02,155224,299.5,98.0
2006-08-03,232990,247.0,44.0
2006-08-04,112933,320.0,91.0
2006-08-05,210651,220.5,63.0
2006-08-06,239216,224.0,44.0
2006-08-07,154746,294.5,69.0
2006-08-08,196031,320.0,96.0
2006-08-09,232038,223.5,45.0
2006-08-10,294905,312.5,48.0
2006-08-11,234347,204.0,44.0
2006-08-12,273713,320.0,57.0
2006-08-13,121151,247.5,56.0
2006-08-14,251642,224.0,75.0
2006-08-15,129735,276.0,53.0
2006-08-16,264597,302.0,91.0
2006-08-17,216914,249.0,98.0
2006-08-18,281834,280.0,51.0
2006-08-19,147398,290.5,48.0
2006-08-20,139492,320.0,84.0
2006-08-21,176155,275.5,93.0
2006-08-22,145607,320.0,75.0
2006-08-23,169759,253.5,55.0
2006-08-24,177007,232.5,85.0
2006-08-25,149165,276.0,97.0
2006-08-26,158531,306.5,93.0
2006-08-27,141446,230.0,53.0
2006-08-28,185387,239.5,95.0
2006-08-29,100359,320.0,78.0
2006-08-30,120811,272.5,74.0
2006-08-31,286352,320.0,90.0
2006-09-01,179670,266.0,98.0
2006-09-02,130116,320.0,81.0
2006-09-03,137970,262.0,69.0
2006-09-04,192363,290.0,54.0
2006-09-05,184659,263.0,88.0
2006-09-06,220762,261.5,91.0
2006-09-07,198384,267.5,97.0
2006-09-08,198844,310.5,75.0
2006-09-09,213033,320.0,91.0
2006-09-10,228869,320.0,77.0
2006-09-11,210737,245.5,75.0
2006-09-12,294288,287.0,71.0
2006-09-13,255884,205.0,45.0
2006-09-14,257337,320.0,73.0
2006-09-15,234494,255.5,89.0
2006-09-16,132869,209.0,45.0
2006-09-17,138587,320.0,64.0
2006-09-18,158747,317.0,56.0
2006-09-19,157310,320.0,78.0
2006-09-20,121497,222.0,45.0
2006-09-21,129755,286.5,78.0
2006-09-22,142170,320.0,97.0
2006-09-23,136114,320.0,59.0
2006-09-24,172204,320.0,61.0
2006-09-25,102945,320.0,92.0
2006-09-26,244667,281.0,80.0
2006-09-27,110179,284.5,58.0
2006-09-28,175709,320.0,84.0
2006-09-29,264624,271.5,94.0
2006-09-30,282908,320.0,67.0
2006-10-01,267686,240.0,97.0
2006-10-02,123040,292.5,42.0
2006-10-03,253607,310.0,81.0
2006-10-04,229689,255.5,95.0
2006-10-05,134619,223.0,73.0
2006-10-06,211103,203.0,44.0
2006-10-07,270404,320.0,80.0
2006-10-08,267637,320.0,52.0
2006-10-09,295185,235.5,58.0
2006-10-10,250728,286.5,48.0
2006-10-11,131343,217.0,47.0
2006-10-12,283462,307.0,71.0
2006-10-13,253668,304.5,78.0
2006-10-14,161531,284.0,78.0
2006-10-15,141741,234.0,49.0
2006-10-16,197933,294.5,97.0
2006-10-17,116712,318.0,91.0
2006-10-18,175102,220.5,43.0
2006-10-19,256812,282.0,49.0
2006-10-20,192392,264.5,57.0
2006-10-21,107696,294.5,48.0
2006-10-22,298917,239.5,96.0
2006-10-23,283848,262.5,52.0
2006-10-24,279101,320.0,91.0
2006-10-25,255926,320.0,85.0
2006-10-26,161797,283.0,58.0
2006-10-27,239515,289.5,85.0
2006-10-28,103962,275.0,59.0
2006-10-29,109124,253.5,52.0
2006-10-30,124299,256.5,62.0
2006-10-31,210779,320.0,74.0
2006-11-01,209602,290.5,95.0
2006-11-02,270950,313.5,60.0
2006-11-03,253990,279.5,52.0
2006-11-04,264184,233.5,60.0
2006-11-05,158956,213.0,50.0
2006-11-06,163071,289.0,78.0
2006-11-07,208080,320.0,85.0
2006-11-08,218565,223.5,69.0
2006-11-09,201834,242.5,59.0
2006-11-10,172305,271.5,83.0
2006-11-11,258572,252.5,44.0
2006-11-12,172708,283.5,87.0
2006-11-13,189695,255.0,70.0
2006-11-14,289372,222.0,65.0
2006-11-15,265503,278.0,63.0
2006-11-16,254122,248.5,78.0
2006-11-17,104893,320.0,82.0
2006-11-18,162305,239.5,59.0
2006-11-19,265104,245.5,86.0
2006-11-20,101549,299.5,50.0
2006-11-21,205900,221.5,73.0
2006-11-22,147155,320.0,89.0
2006-11-23,256779,281.0,75.0
2006-11-24,143762,320.0,72.0
2006-11-25,169541,208.5,53.0
2006-11-26,208046,240.5,73.0
2006-11-27,117060,232.0,95.0
2006-11-28,213778,320.0,57.0
2006-11-29,178980,260.0,98.0
2006-11-30,206482,220.5,61.0
2006-12-01,198607,290.5,71.0
2006-12-02,208416,320.0,61.0
2006-12-03,177617,291.5,67.0
2006-12-04,152133,280.5,85.0
2006-12-05,112747,320.0,62.0
2006-12-06,116878,269.0,67.0
2006-12-07,129968,206.0,41.0
2006-12-08,216490,219.5,59.0
2006-12-09,136357,299.0,41.0
2006-12-10,189007,221.5,83.0
2006-12-11,257251,272.5,98.0
2006-12-12,140102,222.5,50.0
2006-12-13,205456,239.0,96.0
2006-12-14,106238,318.5,82.0
2006-12-15,277951,261.0,57.0
2006-12-16,294986,248.5,86.0
2006-12-17,271285,262.0,51.0
2006-12-18,137857,320.0,77.0
2006-12-19,175884,320.0,85.0
2006-12-20,256703,298.0,97.0
2006-12-21,116979,249.0,77.0
2006-12-22,131810,320.0,85.0
2006-12-23,176959,253.5,53.0
2006-12-24,296466,226.5,88.0
2006-12-25,250291,211.5,62.0
2006-12-26,262365,317.5,64.0
2006-12-27,231681,320.0,54.0
2006-12-28,177740,320.0,44.0
2006-12-29,176020,291.5,97.0
2006-12-30,112012,258.0,43.0
2006-12-31,215126,270.0,46.0
2007-01-01,177534,320.0,51.0
2007-01-02,245895,319.0,86.0
2007-01-03,171884,233.0,86.0
2007-01-04,277040,239.0,63.0
2007-01-05,263920,258.0,63.0
2007-01-06,233630,320.0,88.0
2007-01-07,109350,243.5,62.0
2007-01-08,261220,320.0,77.0
2007-01-09,186829,254.5,97.0
2007-01-10,188570,244.0,66.0
2007-01-11,142654,320.0,79.0
2007-01-12,145644,236.0,89.0
2007-01-13,175643,219.0,74.0
2007-01-14,104789,320.0,77.0
2007-01-15,259137,320.0,81.0
2007-01-16,198906,320.0,62.0
2007-01-17,217894,316.0,82.0
2007-01-18,239896,295.5,61.0
2007-01-19,119610,298.0,55.0
2007-01-20,106382,270.5,42.0
2007-01-21,178105,220.0,68.0
2007-01-22,290989,320.0,92.0
2007-01-23,261727,233.5,52.0
2007-01-24,184699,244.0,86.0
2007-01-25,250078,268.0,83.0
2007-01-26,219725,319.5,81.0
2007-01-27,100107,253.0,53.0
2007-01-28,170469,320.0,94.0
2007-01-29,290257,279.0,98.0
2007-01-30,268985,320.0,71.0
2007-01-31,149420,320.0,85.0
2007-02-01,214228,242.0,46.0
2007-02-02,295503,320.0,68.0
2007-02-03,141725,243.0,73.0
2007-02-04,296681,314.0,43.0
2007-02-05,205032,297.5,81.0
2007-02-06,170106,238.0,44.0
2007-02-07,285488,295.5,86.0
2007-02-08,166911,320.0,96.0
2007-02-09,271870,309.5,92.0
2007-02-10,234373,282.0,94.0
2007-02-11,135110,284.5,54.0
2007-02-12,183120,320.0,76.0
2007-02-13,249180,320.0,89.0
2007-02-14,149670,269.0,79.0
2007-02-15,149783,320.0,59.0
2007-02-16,190625,241.0,78.0
2007-02-17,127841,311.0,57.0
2007-02-18,159005,291.0,98.0
2007-02-19,183221,319.5,95.0
2007-02-20,273824,222.5,78.0
2007-02-21,243062,320.0,90.0
2007-02-22,250692,265.0,83.0
2007-02-23,177466,235.5,83.0
2007-02-24,183604,312.5,65.0
2007-02-25,178164,237.5,75.0
2007-02-26,163729,208.0,44.0
2007-02-27,242190,296.0,64.0
2007-02-28,151102,234.0,72.0
2007-03-01,154836,297.5,71.0
2007-03-02,148724,271.0,49.0
2007-03-03,161758,320.0,60.0
2007-03-04,195675,296.0,76.0
2007-03-05,133421,225.5,80.0
2007-03-06,297112,302.0,59.0
2007-03-07,296975,259.0,98.0
2007-03-08,125353,320.0,74.0
2007-03-09,283451,314.0,65.0
2007-03-10,230650,320.0,73.0
2007-03-11,166533,286.5,93.0
2007-03-12,261314,320.0,70.0
2007-03-13,269798,300.0,98.0
2007-03-14,113737,291.0,45.0
2007-03-15,231053,315.0,44.0
2007-03-16,146117,320.0,66.0
2007-03-17,276134,222.0,69.0
2007-03-18,193498,320.0,93.0
2007-03-19,121077,292.5,62.0
2007-03-20,236195,227.5,77.0
2007-03-21,179947,266.5,87.0
2007-03-22,185738,316.5,83.0
2007-03-23,193451,307.0,66.0
2007-03-24,159805,268.5,47.0
2007-03-25,186739,291.0,42.0
2007-03-26,269242,269.0,98.0
2007-03-27,196619,320.0,77.0
2007-03-28,172447,320.0,44.0
2007-03-29,120560,300.0,61.0
2007-03-30,158531,320.0,66.0
2007-03-31,199892,226.5,55.0
2007-04-01,197872,320.0,82.0
2007-04-02,221226,306.0,52.0
2007-04-03,288409,255.5,98.0
2007-04-04,232041,320.0,79.0
2007-04-05,112387,264.0,71.0
2007-04-06,244281,256.5,61.0
2007-04-07,281887,318.0,53.0
2007-04-08,152378,217.5,61.0
2007-04-09,182483,232.0,96.0
2007-04-10,151483,281.5,69.0
2007-04-11,159524,260.0,76.0
2007-04-12,218118,262.5,75.0
2007-04-13,222581,247.0,54.0
2007-04-14,126727,229.0,67.0
2007-04-15,167825,243.5,77.0
2007-04-16,267703,284.5,98.0
2007-04-17,214662,236.5,97.0
2007-04-18,107531,254.5,54.0
2007-04-19,117942,301.0,75.0
2007-04-20,199676,312.0,86.0
2007-04-21,235150,229.0,98.0
2007-04-22,271051,320.0,91.0
2007-04-23,297517,282.5,76.0
2007-04-24,128817,214.0,49.0
2007-04-25,205896,230.0,98.0
2007-04-26,172317,273.0,68.0
2007-04-27,174206,309.0,70.0
2007-04-28,187492,298.0,70.0
2007-04-29,241074,231.5,93.0
2007-04-30,272784,225.0,59.0
2007-05-01,105250,224.5,50.0
2007-05-02,181947,311.0,82.0
2007-05-03,215080,269.0,82.0
2007-05-04,103819,203.0,45.0
2007-05-05,154479,282.5,47.0
2007-05-06,138451,274.5,46.0
2007-05-07,231287,251.5,61.0
2007-05-08,228943,319.0,78.0
2007-05-09,242143,205.0,44.0
2007-05-10,119614,247.0,75.0
2007-05-11,274940,320.0,94.0
2007-05-12,262734,320.0,96.0
2007-05-13,194094,305.0,74.0
2007-05-14,131918,320.0,60.0
2007-05-15,127821,269.0,95.0
2007-05-16,128932,279.5,78.0
2007-05-17,285204,320.0,91.0
2007-05-18,293908,267.0,47.0
2007-05-19,255711,227.5,98.0
2007-05-20,276402,320.0,47.0
2007-05-21,184168,251.0,92.0
2007-05-22,169751,320.0,98.0
2007-05-23,184282,264.5,51.0
2007-05-24,243049,320.0,92.0
2007-05-25,205996,317.5,95.0
2007-05-26,178493,222.5,49.0
2007-05-27,250094,320.0,43.0
2007-05-28,122888,320.0,43.0
2007-05-29,296685,248.5,46.0
2007-05-30,288041,320.0,51.0
2007-05-31,292430,320.0,85.0
2007-06-01,170332,316.0,48.0
2007-06-02,198892,234.5,77.0
2007-06-03,146309,320.0,71.0
2007-06-04,292157,320.0,63.0
2007-06-05,181005,230.5,97.0
2007-06-06,227051,277.0,84.0
2007-06-07,181388,291.0,92.0
2007-06-08,257673,279.0,69.0
2007-06-09,224824,320.0,84.0
2007-06-10,231016,255.0,84.0
2007-06-11,203072,313.5,79.0
2007-06-12,223372,320.0,80.0
2007-06-13,144752,278.0,77.0
2007-06-14,268946,320.0,58.0
2007-06-15,106515,255.0,91.0
2007-06-16,226572,320.0,44.0
2007-06-17,273170,245.5,98.0
2007-06-18,181265,278.5,63.0
2007-06-19,135087,320.0,85.0
2007-06-20,277433,227.0,91.0
2007-06-21,219573,309.0,54.0
2007-06-22,184118,213.5,57.0
2007-06-23,164476,221.5,53.0
2007-06-24,118267,320.0,62.0
2007-06-25,259852,219.5,44.0
2007-06-26,227432,289.5,55.0
2007-06-27,166395,228.5,59.0
2007-06-28,112764,293.5,98.0
2007-06-29,225671,248.5,79.0
2007-06-30,128775,313.5,78.0
2007-07-01,124675,297.5,66.0
2007-07-02,155710,320.0,94.0
2007-07-03,132681,264.5,98.0
2007-07-04,171414,320.0,54.0
2007-07-05,276521,209.5,56.0
2007-07-06,281110,247.5,98.0
2007-07-07,256468,320.0,76.0
2007-07-08,193483,286.5,45.0
2007-07-09,160241,320.0,90.0
2007-07-10,261714,288.0,91.0
2007-07-11,175546,320.0,78.0
2007-07-12,109654,320.0,78.0
2007-07-13,132698,223.5,80.0
2007-07-14,248811,220.0,76.0
2007-07-15,139225,284.5,78.0
2007-07-16,124250,207.0,51.0
2007-07-17,160364,222.0,76.0
2007-07-18,143277,264.5,70.0
2007-07-19,117352,257.5,74.0
2007-07-20,133000,320.0,69.0
2007-07-21,206258,320.0,88.0
2007-07-22,119756,236.5,94.0
2007-07-23,250754,241.5,72.0
2007-07-24,142699,320.0,95.0
2007-07-25,160247,308.5,91.0
2007-07-26,261998,222.0,73.0
2007-07-27,115926,320.0,79.0
2007-07-28,255314,286.0,43.0
2007-07-29,100043,221.5,70.0
2007-07-30,207073,311.0,42.0
2007-07-31,249625,253.5,57.0
2007-08-01,129871,310.0,41.0
2007-08-02,103244,231.0,79.0
2007-08-03,283049,226.5,58.0
2007-08-04,264355,320.0,49.0
2007-08-05,289833,286.0,49.0
2007-08-06,227099,312.0,50.0
2007-08-07,165268,238.0,74.0
2007-08-08,176283,301.0,88.0
2007-08-09,187074,287.0,80.0
2007-08-10,218238,244.0,88.0
2007-08-11,286881,320.0,86.0
2007-08-12,236486,313.0,76.0
2007-08-13,225134,320.0,95.0
2007-08-14,269936,281.0,43.0
2007-08-15,217598,233.0,90.0
2007-08-16,275538,311.5,78.0
2007-08-17,138742,214.0,61.0
2007-08-18,163534,283.5,55.0
2007-08-19,262787,320.0,94.0
2007-08-20,240119,302.5,97.0
2007-08-21,240069,292.5,65.0
2007-08-22,144893,320.0,78.0
2007-08-23,243085,263.0,54.0
2007-08-24,218106,250.0,68.0
2007-08-25,157426,320.0,72.0
2007-08-26,191722,216.5,71.0
2007-08-27,222283,320.0,98.0
2007-08-28,282785,243.5,90.0
2007-08-29,136297,231.5,64.0
2007-08-30,147578,309.5,56.0
2007-08-31,104272,320.0,86.0
2007-09-01,139759,252.5,48.0
2007-09-02,277553,295.5,96.0
2007-09-03,124830,320.0,97.0
2007-09-04,228147,290.0,62.0
2007-09-05,209377,260.5,85.0
2007-09-06,269371,245.0,98.0
2007-09-07,126340,296.5,44.0
2007-09-08,215619,241.5,73.0
2007-09-09,241577,256.5,97.0
2007-09-10,276873,320.0,98.0
2007-09-11,108205,320.0,41.0
2007-09-12,251989,283.0,79.0
2007-09-13,287718,320.0,50.0
2007-09-14,178808,259.5,69.0
2007-09-15,289194,257.0,61.0
2007-09-16,120601,320.0,68.0
2007-09-17,166859,274.0,88.0
2007-09-18,128261,320.0,75.0
2007-09-19,293925,212.0,61.0
2007-09-20,218952,304.5,89.0
2007-09-21,101268,287.0,91.0
2007-09-22,252335,204.0,43.0
2007-09-23,289454,295.5,72.0
2007-09-24,241781,277.5,98.0
2007-09-25,255648,320.0,97.0
2007-09-26,121795,260.5,70.0
2007-09-27,253185,309.5,98.0
2007-09-28,250926,253.0,71.0
2007-09-29,282022,281.5,58.0
2007-09-30,289016,320.0,86.0
2007-10-01,275606,320.0,45.0
2007-10-02,252579,320.0,92.0
2007-10-03,166884,313.5,49.0
2007-10-04,264965,208.0,49.0
2007-10-05,287231,270.0,47.0
2007-10-06,151099,260.0,90.0
2007-10-07,104722,320.0,86.0
2007-10-08,257673,251.5,68.0
2007-10-09,206274,320.0,88.0
2007-10-10,272457,293.0,59.0
2007-10-11,140831,245.5,52.0
2007-10-12,127025,320.0,82.0
2007-10-13,254280,232.0,47.0
2007-10-14,107661,296.0,71.0
2007-10-15,238022,320.0,98.0
2007-10-16,148682,279.0,65.0
2007-10-17,202723,252.0,94.0
2007-10-18,146363,320.0,47.0
2007-10-19,226908,269.0,96.0
2007-10-20,180626,320.0,97.0
2007-10-21,294466,320.0,93.0
2007-10-22,205956,301.0,74.0
2007-10-23,149898,320.0,64.0
2007-10-24,270028,309.5,62.0
2007-10-25,190452,270.5,79.0
2007-10-26,100564,320.0,79.0
2007-10-27,165227,320.0,80.0
2007-10-28,202572,320.0,98.0
2007-10-29,169713,283.0,46.0
2007-10-30,231071,219.0,54.0
2007-10-31,228595,273.5,59.0
2007-11-01,166247,320.0,50.0
2007-11-02,222463,237.5,75.0
2007-11-03,100106,279.5,50.0
2007-11-04,133522,303.5,80.0
2007-11-05,134395,320.0,77.0
2007-11-06,129856,220.0,59.0
2007-11-07,133705,320.0,41.0
2007-11-08,111474,320.0,97.0
2007-11-09,137277,299.0,57.0
2007-11-10,263725,246.5,86.0
2007-11-11,267922,276.5,50.0
2007-11-12,192809,320.0,92.0
2007-11-13,120534,319.5,96.0
2007-11-14,160296,320.0,91.0
2007-11-15,287417,261.0,93.0
2007-11-16,192321,262.5,81.0
2007-11-17,174257,218.0,60.0
2007-11-18,145553,208.0,45.0
2007-11-19,217167,320.0,67.0
2007-11-20,292016,320.0,53.0
2007-11-21,277713,297.0,75.0
2007-11-22,234206,307.5,87.0
2007-11-23,222718,320.0,63.0
2007-11-24,142070,257.0,75.0
2007-11-25,176283,233.0,94.0
2007-11-26,220997,234.0,56.0
2007-11-27,210510,320.0,72.0
2007-11-28,170284,246.0,52.0
2007-11-29,211704,266.5,49.0
2007-11-30,195613,298.0,58.0
2007-12-01,298005,259.0,87.0
2007-12-02,263000,309.5,70.0
2007-12-03,258253,227.0,87.0
2007-12-04,167361,283.0,94.0
2007-12-05,248158,306.0,74.0
2007-12-06,123044,262.5,80.0
2007-12-07,235805,265.5,97.0
2007-12-08,269036,316.0,98.0
2007-12-09,198985,320.0,65.0
2007-12-10,274476,299.0,93.0
2007-12-11,288160,320.0,49.0
2007-12-12,229174,259.0,54.0
2007-12-13,167305,252.5,93.0
2007-12-14,287745,291.0,47.0
2007-12-15,263443,236.0,61.0
2007-12-16,161249,320.0,56.0
2007-12-17,208938,272.0,62.0
2007-12-18,112486,320.0,78.0
2007-12-19,163610,229.0,98.0
2007-12-20,229040,225.5,77.0
2007-12-21,213351,320.0,48.0
2007-12-22,188475,320.0,86.0
2007-12-23,287686,270.5,72.0
2007-12-24,184075,259.0,52.0
2007-12-25,295668,273.0,69.0
2007-12-26,157322,258.0,44.0
2007-12-27,170086,320.0,64.0
2007-12-28,234054,239.5,79.0
2007-12-29,165186,320.0,59.0
2007-12-30,129386,284.0,87.0
2007-12-31,110024,220.5,74.0
2008-01-01,132808,231.0,69.0
2008-01-02,198203,320.0,92.0
2008-01-03,186110,231.0,44.0
2008-01-04,156484,270.5,83.0
2008-01-05,257794,291.0,51.0
2008-01-06,276699,289.0,61.0
2008-01-07,291065,320.0,55.0
2008-01-08,107295,297.5,58.0
2008-01-09,129626,313.5,86.0
2008-01-10,232383,241.5,95.0
2008-01-11,168400,238.0,70.0
2008-01-12,172683,221.0,82.0
2008-01-13,159518,238.5,98.0
2008-01-14,202787,282.0,60.0
2008-01-15,161760,280.5,57.0
2008-01-16,263365,320.0,43.0
2008-01-17,153751,301.0,96.0
2008-01-18,249159,263.0,86.0
2008-01-19,252588,308.0,47.0
2008-01-20,201835,235.5,55.0
2008-01-21,180204,299.0,88.0
2008-01-22,235538,315.5,87.0
2008-01-23,263803,271.5,54.0
2008-01-24,252495,282.5,70.0
2008-01-25,202713,237.5,85.0
2008-01-26,133292,217.5,48.0
2008-01-27,286351,236.5,96.0
2008-01-28,149809,320.0,65.0
2008-01-29,122951,211.5,52.0
2008-01-30,108095,320.0,67.0
2008-01-31,175375,302.5,77.0
2008-02-01,236861,211.5,57.0
2008-02-02,139351,261.0,53.0
2008-02-03,135265,311.0,55.0
2008-02-04,207813,204.0,48.0
2008-02-05,245920,250.0,60.0
2008-02-06,108983,319.5,92.0
2008-02-07,236077,320.0,82.0
2008-02-08,132904,284.5,56.0
2008-02-09,180340,314.0,88.0
2008-02-10,233330,249.0,62.0
2008-02-11,275885,214.5,60.0
2008-02-12,245800,244.0,50.0
2008-02-13,209958,231.0,70.0
2008-02-14,124987,320.0,55.0
2008-02-15,198723,320.0,75.0
2008-02-16,139262,320.0,94.0
2008-02-17,100972,320.0,72.0
2008-02-18,184269,247.5,53.0
2008-02-19,103920,320.0,94.0
2008-02-20,205623,314.5,51.0
2008-02-21,222098,299.0,86.0
2008-02-22,100746,219.0,73.0
2008-02-23,166504,305.5,89.0
2008-02-24,206487,305.0,82.0
2008-02-25,197270,311.5,63.0
2008-02-26,274973,242.5,82.0
2008-02-27,236138,320.0,52.0
2008-02-28,167471,294.5,75.0
2008-02-29,223366,285.5,51.0
2008-03-01,171549,302.0,70.0
2008-03-02,130692,299.0,43.0
2008-03-03,286095,243.0,98.0
2008-03-04,283104,320.0,56.0
2008-03-05,173091,320.0,98.0
2008-03-06,152116,251.0,84.0
2008-03-07,203407,297.5,53.0
2008-03-08,275279,288.0,57.0
2008-03-09,161793,255.5,87.0
2008-03-10,266936,246.5,68.0
2008-03-11,291186,281.0,43.0
